location_name	top_category	latitude	longitude
Cdy Albany Schuyler Acheivement Academy	Child Day Care Services	42.668306	-73.774966
B'yond Style	Personal Care Services	42.656935	-73.802427
Bedrock Inn	Restaurants and Other Eating Places	42.795504	-73.994442
Brix Wine and Liquor	Beer, Wine, and Liquor Stores	42.964754	-73.790597
A Child's Place At Unity House	Child Day Care Services	42.73022	-73.693409
Sorrentino's Delicatessen & Market	Grocery Stores	42.837774	-73.7444
Fairways of Halfmoon	Other Amusement and Recreation Industries	42.907576	-73.710171
Troy Boys And Girls Club	Child Day Care Services	42.729396	-73.686679
Malta Diner	Restaurants and Other Eating Places	42.970635	-73.793601
Demetrius Cuts Hair	Personal Care Services	42.841381	-73.745078
Concord Pools & Spas	Miscellaneous Durable Goods Merchant Wholesalers	43.070101	-73.788178
Frank Webb Home	Home Furnishings Stores	42.966202	-73.861589
Albany Dodge	Automotive Repair and Maintenance	42.676704	-73.787765
Andy's Barber Shop	Personal Care Services	42.786161	-73.968686
School's Out Inc Slingerlands Elementary	Child Day Care Services	42.626578	-73.86175
Slice of Glenville	Restaurants and Other Eating Places	42.867738	-73.929897
G Willikers Toys	Clothing Stores	43.082936	-73.785201
Thistle Be Perfect Artisan Boutique	Furniture Stores	42.868744	-73.926908
El Patron Mexican Grill & Cantina	Restaurants and Other Eating Places	42.661874	-73.769769
J&T's Family Cafe	Restaurants and Other Eating Places	42.834366	-73.969687
Best Western	Traveler Accommodation	42.733789	-73.688949
Exit 11 Citgo Truck Stop	Gasoline Stations	42.937172	-73.807064
Kathleen's Fiber Arts	Sporting Goods, Hobby, and Musical Instrument Stores	42.730871	-73.693374
N D El's Salon & Spa	Personal Care Services	42.671217	-73.787351
Davies Office Furniture	Office Supplies, Stationery, and Gift Stores	42.667251	-73.745955
United Methodist Church	Religious Organizations	42.903426	-73.68687
Larrys Auto Body	Automotive Repair and Maintenance	43.023326	-73.913621
Oh Corn Arepas & More	Restaurants and Other Eating Places	42.839278	-73.742751
R L Smith Sales	Automobile Dealers	42.584047	-73.739218
Target	Department Stores	42.645149	-73.701169
Lensky Igor	Gasoline Stations	42.65804	-73.815733
St Croix Tan	Personal Care Services	42.625393	-73.822514
The River Road House	Restaurants and Other Eating Places	42.860064	-74.028121
Clifton Plaza Barber Shop	Personal Care Services	42.869267	-73.819787
The Barrelhouse	Restaurants and Other Eating Places	43.07854	-73.792518
City Mission of Schenectady	Used Merchandise Stores	42.883154	-73.92615
Merle Norman Cosmetics	Health and Personal Care Stores	43.078822	-73.792655
