occupation	latitude	longitude	zipcode
La_Fontanella	B	40.909298	-73.811125
Peter_Jonas	C	40.933627	-73.758687
Dynasty_Leasing	C	40.931218	-73.761112
Larchmont_Eye_Associates	A	40.923299	-73.760224
Navas_AV_Solutions	C	40.980478	-73.819662
Pinkberry	B	40.911427	-73.779172
Children's_Corner_Learning_Center	A	40.981582	-73.810187
New_York_Gastroenterology_Associates	A	40.988352	-73.807103
Italian_Village	B	40.983809	-73.77727
Shell_Oil	C	40.919185	-73.766037
Summerfield_Pediatric_Dentistry	A	40.976903	-73.803543
La_Renaissance_Catering	E	40.988977	-73.807524
Olaniyi_Epemolu_DDS	A	40.893375	-73.784639
Roc_N_Ramen	B	40.911124	-73.781038
I_Got_The_Juice	B	40.907323	-73.784401
Direct_Property_Management	C	40.917276	-73.806932
ML_Bruenn_Co	C	40.910768	-73.781995
Rainbow_Custom_Apparel	C	40.909457	-73.791721
US_1_Auto_Sales	C	40.918037	-73.768353
The_Hammel	C	40.913009	-73.785283
Krinick_Nolan_DDS	A	40.926559	-73.773022
Club_Pilates	B	41.009223	-73.809488
Marc_A_Horowitz_MD	A	40.989392	-73.807245
Liberty_Tax_Service	A	40.905976	-73.785603
GNC_(General_Nutrition_Centers)	A	40.979589	-73.80159
Mister_Taco	B	40.922889	-73.78758
Olshansky_Phyllis_PHD	A	40.943018	-73.801165
College_Advice_101	A	40.94522	-73.755448
Glover_Field	B	40.898275	-73.816869
Nelson_Fazio_MD	A	40.978479	-73.805027
La_Herradura_Inc_II	B	40.9469	-73.795452
Cullen_Gail_Marie_DDS	A	40.989107	-73.807154
King_Gold_and_Pawn_of_New_Rochelle	A	40.910464	-73.780923
Lubrano	A	40.932644	-73.750799
Cara_Nail	B	40.895743	-73.778833
Merissa_Blais_DDS_Blais_Orthodontics	A	40.988316	-73.807121
Murray_Avenue_School	A	40.94354	-73.762306
Larchmont_Pediatric_Dentistry	A	40.932252	-73.762461
Mobil	C	40.915962	-73.810956
