occupation	latitude	longitude	zipcode
Mount_Vernon_Auto_Clinic	D	40.926049	-73.837947	10552

Co_Op_City_Cdc	A	40.87059	-73.831772	10475

Mazzio_Joanne_Cnm	A	41.289875	-73.893845	10567

Felice_Landscaping	C	40.953952	-73.733391	10543

Gun_Hill_Auto_Center	D	40.873885	-73.856323	10469

HSBC_Bank	C	40.974728	-73.834096	10710

Yonkers_Animal_Shelter	C	40.967658	-73.860332	10710

Zumiez	C	40.863684	-73.827686	10475

Monarca_Florist	C	40.948423	-73.868904	10701

State_Farm	C	40.926032	-73.835432	10552

Stew_Leonard's	C	40.973957	-73.864411	10710

All_Party_Tents	B	41.002581	-73.666108	10573

HSBC_Bank	C	40.922535	-73.86419	10704

Schoen_Herbert_J_MD_PC	A	40.967188	-73.884906	10701

Clarks	C	40.863394	-73.827362	10475

Golden_Krust_Caribbean_Bakery_and_Grill	B	40.870294	-73.845264	10469

Presbyterian_Church_of_Mt_Vernon	A	40.917917	-73.837253	10550

Adee_Pharmacy	A	40.869644	-73.844134	10469

LB_Dental	A	41.002446	-73.667672	10573

Tommys'_Kitchen	B	40.912823	-73.849165	10550

Frank_Pepe_Pizzeria_Napoletana	B	40.965339	-73.838858	10710

Butler_Nursery_School	A	40.959088	-73.83704	10710

New_Glamour_Nail_Salon	B	40.934897	-73.895064	10701

Vertex	A	40.873815	-73.856142	10469

Seebacker_J_Robert_MD	A	40.921319	-73.862081	10704

Dyre_Ave_Diner	B	40.888012	-73.831579	10466

AT&T	C	40.951542	-73.735044	10543

City_Wireless_&_Electronics	C	40.912969	-73.837554	10550

The_Woods_Restaurant	B	41.32056	-73.893101	10567

Paul's_Caribbean_Bakery	E	40.897617	-73.854678	10466

Imani_Cultural_Academy_Inc	A	40.903144	-73.838224	10550

East_Harbor_Kitchen	B	40.952394	-73.843582	10710

Learning_Express_Toys	C	41.002786	-73.684435	10573

Grove_Street_Playground	B	40.909723	-73.848628	10550

Lp_Beauty_Supply	B	40.889952	-73.859753	10466

Picone's_Meat_Specialties	C	40.956038	-73.737158	10543

Masjid_Al_Huda	A	40.888067	-73.860646	10466

IHOP	B	40.889891	-73.81942	10475

Palmer_Service_Station	C	40.944146	-73.744484	10543

Domino's_Pizza	B	40.87658	-73.846781	10469

Bonnie_Rubin_Audiology_Of_Rye_Ridge	A	41.00295	-73.683269	10573

Belle_Cheveux_Studios	B	40.864249	-73.822678	10475

Mace_Avenue_Medical_PC	A	40.862531	-73.840628	10469

Dave's_Auto	D	40.92948	-73.902812	10701

T_Shirt_Works	C	40.895258	-73.823238	10550

Central_International_Market	C	40.934681	-73.899237	10701

Auto_Images	C	41.291807	-73.853129	10567

Westchester_Community_College_Extension_Center	A	40.927706	-73.85407	10704

Family_Wellness_Pharmacy	A	40.972052	-73.882011	10701

Rye_Brook_Cab	C	41.001996	-73.680674	10573

Monteverde_at_Old_Stone	B	41.298968	-73.951093	10567

ABC_Yonkers_Barber_Shop	B	40.924322	-73.866703	10704

Scott_E_Newman_MD_FACS	A	40.969469	-73.881616	10701

Klassique_Bar_and_Lounge	B	40.881669	-73.838286	10466

Allstate_Insurance	C	41.012054	-73.656001	10573

Hudson_Ophthalmology	A	41.298614	-73.888627	10567

Westriver_Pharmacy	A	40.934298	-73.901481	10701

Scott_E_Swanezy_LCSW	A	40.952428	-73.73493	10543

Yummy_Tummy_Chinese_Restaurant	B	40.948504	-73.896605	10701

Sinclair_Oil	C	41.003605	-73.664065	10573

House_of_Natural	B	40.887289	-73.854293	10466

Ted_Stein_Ameriprise_Financial_Services	A	41.006302	-73.690183	10573

Tarek_Elrafei_DO	A	40.860103	-73.842733	10469

Jamal_Habib_MD	A	41.002751	-73.684412	10573

Salud_Spa_&_Holistic_Medicine_Center	B	40.862287	-73.857539	10469

Elite_Fitness_and_Performance	B	41.011082	-73.655767	10573

DaVita	A	41.29872	-73.888385	10567

Grande_Central_Showroom	C	40.95459	-73.872272	10701

Bagels_On_Bartow	B	40.86973	-73.829539	10475

The_Fairways_At_Dunwoodie	B	40.936603	-73.874269	10701

Yonkers_Farmers_Market	C	40.913826	-73.855369	10704

Tandoori_Taste_of_India	B	41.00361	-73.660577	10573

Hand_and_Stone	B	40.96399	-73.855463	10710

United_States_Postal_Service_(USPS)	C	40.864623	-73.822423	10475

McLean_Auto_Service_and_Repair	D	40.906958	-73.871236	10704

Adriana's_Gourmet_Pizzeria	B	40.914005	-73.852958	10704

Allstate_Insurance	C	40.895351	-73.824985	10550

Calico_Corners	D	40.961088	-73.737025	10543

DAS_Furniture_Assembly_&_Installation	D	40.890505	-73.838257	10466

Sansotta_Brothers_II	B	41.292545	-73.887358	10567

Quick_Stop_Carwash	C	41.306754	-73.876146	10567

Peartree_Nails	B	40.880874	-73.824803	10475

Five_Below	C	40.985786	-73.824448	10710

Bobos_Nails_&_Spa	B	40.99864	-73.66476	10573

Custom_Paint_By_Vjl	D	40.913856	-73.848379	10550

It's_A_Dog's_World	C	40.908223	-73.858498	10704

Adam_Y_Goldman_MD_Metropolitan_Vein_and_Aesthetic_Centers	B	40.908432	-73.873941	10704

Salon_Posh	B	40.945123	-73.737317	10543

Tanglewood_Shopping_Center	C	40.975238	-73.832326	10710

African_Hair_Braiding	B	40.893196	-73.855774	10466

JP_Beauty_Studio	A	40.875454	-73.828571	10475

Grinton_I_Will_Library	B	40.951349	-73.844723	10710

Third_Avenue_Management	A	41.006407	-73.690213	10573

Square_One_Restaurant	B	40.909381	-73.835399	10550

Jeffrey_Cousin_MD	A	40.972028	-73.882016	10701
