occupation	latitude	longitude	zipcode
Mount_Vernon_Day_Care_Center	A	40.907703	-73.83326	10550

Surgical_Auto_Repair	D	40.914169	-73.848217	10550

JustFoodForDogs	C	40.97755	-73.828857	10710

Joyful_Dragon	B	40.868802	-73.833851	10469

All_Dressed_Up	C	41.002836	-73.683255	10573

New_World_High_School	A	40.888444	-73.852871	10466

Mercurio_Fresh_Pasta_&_Prepared_Foods	C	40.951908	-73.735588	10543

Suma_Federal_Credit_Union	C	40.969993	-73.879315	10701

Walk_In_Coolers_Repair_Yonkers	C	40.925958	-73.855408	10704

Liberty_Tax_Service	A	41.001551	-73.662943	10573

C_Town_Supermarkets	C	40.883884	-73.848989	10466

LINE-X	E	40.908087	-73.875949	10704

Hand_and_Stone	B	40.96399	-73.855463	10710

United_States_Postal_Service_(USPS)	C	40.864623	-73.822423	10475

