location_name	top_category	latitude	longitude
Saw Mill Deli,Restaurants and Other Eating Places,40.953049,-73.874008
Belin Sport and Fitness,Other Amusement and Recreation Industries,40.903302,-73.867286
Dunkin',Restaurants and Other Eating Places,40.898434,-73.854659
Blue Sky nails& spa,Personal Care Services,40.914468,-73.859262
Workmen's Circle Home For the Aged,Nursing Care Facilities (Skilled Nursing Facilities),40.87424,-73.837327
Starbucks,Restaurants and Other Eating Places,40.928245,-73.855622
Copy Fax Ofc Center,Electronics and Appliance Stores,40.914964,-73.852135
Padaminas Brazilian Bakery,Bakeries and Tortilla Manufacturing,40.917475,-73.840296
GNC (General Nutrition Centers),Health and Personal Care Stores,40.864335,-73.827414
The First Baptist Church Of Mamaroneck Inc,Religious Organizations,40.958296,-73.735455
Westcop,Child Day Care Services,40.905109,-73.829617
Associated Supermarkets,Grocery Stores,40.888293,-73.847047
Ashburton Halal Fried Chicken,Restaurants and Other Eating Places,40.939378,-73.889723
Philadelphia Seventh Day Adventist Church,Religious Organizations,40.891587,-73.851083
Medieval Scenarios And Recreations Inc,Religious Organizations,40.925479,-73.825587
Aqua Wellness World,Sporting Goods, Hobby, and Musical Instrument Stores,41.004462,-73.672973
Ripe Kitchen & Bar,Restaurants and Other Eating Places,40.898214,-73.838821
Nelly Beauty Salon,Personal Care Services,40.875334,-73.851246
Eddie & Mark's Barbershop,Personal Care Services,40.957603,-73.730975
West Garden Best Chinese Restaurant,Restaurants and Other Eating Places,40.905516,-73.840393
King Jamaican & American Restaurant,Restaurants and Other Eating Places,40.875361,-73.851351
Hakadosh BBQ,Electronics and Appliance Stores,40.916663,-73.872673
Showcase Cinemas,Motion Picture and Video Industries,40.965917,-73.856646
Bolla Market,Gasoline Stations,40.913389,-73.857484
H Mart,Grocery Stores,40.959496,-73.842903
Sunglass Hut,Health and Personal Care Stores,40.928341,-73.855687
Soundmaster,Electronics and Appliance Stores,40.89652,-73.855958
R&R Auto Repair,Automotive Repair and Maintenance,40.911031,-73.829014
Coals,Restaurants and Other Eating Places,41.001121,-73.662663
Bronxville Field Club Pro Shop,Sporting Goods, Hobby, and Musical Instrument Stores,40.930334,-73.82181
Walgreens,Health and Personal Care Stores,40.886056,-73.861776
Gem Cuisines of China,Restaurants and Other Eating Places,40.961196,-73.840264
Aimes Medical,Other Ambulatory Health Care Services,40.944854,-73.880766
Church Of God Of Prophecy Bible Place,Religious Organizations,40.936665,-73.89796
Rumba151,Restaurants and Other Eating Places,41.332516,-73.87549
Dominican Divas Beauty Salon,Personal Care Services,40.898399,-73.848811
G & L Auto Body,Automotive Repair and Maintenance,40.997135,-73.669254
Westchester Squash,Other Amusement and Recreation Industries,40.948275,-73.746899
Gap,Clothing Stores,40.864012,-73.826674
Tobacco King,Other Miscellaneous Store Retailers,41.303343,-73.879809
Quality Care Pharmacy Inc,Health and Personal Care Stores,40.936192,-73.898607
Pro Nail & Spa,Personal Care Services,40.922051,-73.862942
Kim's Motorcycle,Other Motor Vehicle Dealers,40.905407,-73.870547
The Clydesdale Pub & Grill,Restaurants and Other Eating Places,41.008932,-73.656475
EZ BLADE Shaving Products,Health and Personal Care Stores,40.944372,-73.883043
Mosholu Montefiore Community Center Inc,Child Day Care Services,40.8638,-73.836268
Alondra,Grocery Stores,40.930023,-73.887269
Greystone Co op,Other Miscellaneous Store Retailers,40.965102,-73.884912
Executive Wine & Spirits,Beer, Wine, and Liquor Stores,40.972192,-73.881904
Big Als Munchies,Restaurants and Other Eating Places,40.946885,-73.87723
Criollito Restaurant,Restaurants and Other Eating Places,41.0021,-73.664892
Village Paint Supply Inc 02,Building Material and Supplies Dealers,40.951883,-73.735565
Shell Oil,Gasoline Stations,40.936327,-73.856671
Frozenpeaks,Restaurants and Other Eating Places,40.864055,-73.827662
Benjamin's Pharmacy & Surgical,Health and Personal Care Stores,40.86579,-73.858868
Instantlocx,Personal Care Services,40.886664,-73.861396
Pizza Place,Restaurants and Other Eating Places,40.88906,-73.859541
All In One Motorsports,Automotive Repair and Maintenance,40.946631,-73.877679
Ralph's Italian Ices & Ice Cream,Restaurants and Other Eating Places,40.952058,-73.735872
Greenway Shopping Center,Lessors of Real Estate,40.932812,-73.90134
Sinclair Oil,Gasoline Stations,40.901762,-73.82036
Phipps Community Development Corporation,Child Day Care Services,40.891433,-73.838649
Port Chester Coach Diner,Restaurants and Other Eating Places,40.994917,-73.672734
Givans Creek Woods,Museums, Historical Sites, and Similar Institutions,40.879673,-73.830335
Maver Designs,Sporting Goods, Hobby, and Musical Instrument Stores,40.941261,-73.746894
Arabesque Recordings,Sporting Goods, Hobby, and Musical Instrument Stores,41.051322,-73.688144
Mandarin House I,Restaurants and Other Eating Places,40.887911,-73.847155
Tuga Bar & Grill,Restaurants and Other Eating Places,40.913965,-73.843637
Miceli's Deli & Catering,Grocery Stores,40.954869,-73.722775
Finish Line,Shoe Stores,40.863674,-73.827702
Smashburger,Restaurants and Other Eating Places,40.952255,-73.736818
Visionary Pursuits Fellowship,Religious Organizations,40.889753,-73.859615
Wisdom International Network Ministries Inc,Religious Organizations,40.882279,-73.846238
H 2 Candy & Nuts,Specialty Food Stores,40.904291,-73.842788
Soo Jamaican Caribbeans,Restaurants and Other Eating Places,40.891942,-73.858451
Pimento Caribbean Restaurant,Restaurants and Other Eating Places,40.883882,-73.831898
Dudjom Dharma House Nyc Inc,Religious Organizations,40.912541,-73.852319
Incazteca,Restaurants and Other Eating Places,41.004524,-73.677454
Shell Oil,Gasoline Stations,40.971851,-73.878924
S & A Stores,General Merchandise Stores, including Warehouse Clubs and Supercenters,40.933305,-73.897946
Hudson Highlands State Park,Museums, Historical Sites, and Similar Institutions,41.311686,-73.968635
CCM Auto Repairs,Automotive Repair and Maintenance,41.004626,-73.658785
Kingdom Hall Jehovah's Witnesses Church,Religious Organizations,40.880884,-73.846691
The Shack H I,Sporting Goods, Hobby, and Musical Instrument Stores,40.947677,-73.732936
Sweet Mama's Soul Food Yonkers Inc,Gasoline Stations,40.932955,-73.899104
Fresh To Go Gourmet Deli,Grocery Stores,41.291854,-73.876668
Greater Centennial AME Zion Church,Religious Organizations,40.903078,-73.838127
Station Stop Variety & Convenience,Grocery Stores,40.953579,-73.735866
Orangetheory Fitness,Other Amusement and Recreation Industries,40.957291,-73.737607
Colonial Aluminum Sales,Automobile Dealers,40.872853,-73.856
Master Auto Service,Automotive Repair and Maintenance,40.923117,-73.858434
Francey Brady's,Restaurants and Other Eating Places,40.934557,-73.90176
Balducci's Food Lover's Market,Grocery Stores,41.002668,-73.682193
Salon V,Personal Care Services,40.94842,-73.733709
C.H. MARTIN,Department Stores,40.933774,-73.897349
All Painting Decoration,Automotive Repair and Maintenance,40.923678,-73.830459
Lucio's Deli,Grocery Stores,40.913227,-73.837016
Tio Nacho,Restaurants and Other Eating Places,40.92219,-73.863032
Izzat Furniture Warehouse,Furniture Stores,40.891385,-73.858145
Star Auto Spa,Automotive Repair and Maintenance,40.969657,-73.869066
Curry Subaru,Automobile Dealers,41.30826,-73.876104
First Street Car Wash & Quick Lube,Automotive Repair and Maintenance,40.907241,-73.847893
Cruz Mini Mart,Grocery Stores,40.915823,-73.841775
Hook & Reel Cajun Seafood & Bar,Restaurants and Other Eating Places,40.979344,-73.831078
Haagen Dazs,Restaurants and Other Eating Places,40.964192,-73.856143
HearUSA,Other Ambulatory Health Care Services,40.881056,-73.824128
Holy Rosary Church,Religious Organizations,40.8693,-73.841794
Alamo Drafthouse Cinema,Motion Picture and Video Industries,40.982594,-73.824496
Abundant Supply Ministries Inc,Religious Organizations,40.89633,-73.841456
A A A A A Arrow Office Furniture,Office Supplies, Stationery, and Gift Stores,40.955587,-73.869744
Beach Bum Tanning Mamaroneck,Personal Care Services,40.952616,-73.727192
Cafe 2 0 On the Hudson,Grocery Stores,40.935357,-73.903874
KFC,Restaurants and Other Eating Places,40.901629,-73.821741
The Securit Store,Electronics and Appliance Stores,40.912057,-73.847754
Bath & Body Works,Health and Personal Care Stores,40.964391,-73.855505
Modish Events,Clothing Stores,40.960225,-73.842979
Krb,Building Material and Supplies Dealers,40.947924,-73.743733
Golden Krust,Bakeries and Tortilla Manufacturing,40.891701,-73.857994
Olive Garden,Restaurants and Other Eating Places,40.929114,-73.851769
Mamaroneck Flowers,Florists,40.951893,-73.727378
Salon Sensational,Personal Care Services,40.909433,-73.835007
Kevin's Nails,Personal Care Services,41.001152,-73.662801
Iglesia Rios De Agua Viva Inc,Religious Organizations,40.933877,-73.89206
Whole Hog Cafe,Restaurants and Other Eating Places,40.984615,-73.825209
Westchester Avenue Tennis Club,Other Amusement and Recreation Industries,41.009595,-73.688255
76,Gasoline Stations,40.938936,-73.88424
La Colmenita,Grocery Stores,41.001605,-73.674639
Plaza Beauty Supply,Health and Personal Care Stores,40.883932,-73.832119
Divine Architecture and Construction,Home Furnishings Stores,40.872001,-73.829535
Shopping Center Wine & Liquor,Beer, Wine, and Liquor Stores,41.307623,-73.878443
Frank Webb Home,Home Furnishings Stores,40.960788,-73.737088
Healthy Massage Yonkers,Personal Care Services,40.981633,-73.830167
Ron's Auto Body & Repairs,Automotive Repair and Maintenance,40.899079,-73.821254
Wound Wizard,Home Health Care Services,40.903451,-73.86699
Daily Bagel,Restaurants and Other Eating Places,41.289518,-73.837954
Calvary Temple Evangelical Church Of Christ,Religious Organizations,40.909345,-73.845184
Associated Super Market,Grocery Stores,40.862571,-73.857469
Bruno's Auto Collision,Automotive Repair and Maintenance,40.92797,-73.891363
Antioch Christian Church Inc,Religious Organizations,41.004305,-73.663704
Rela Cafe,Restaurants and Other Eating Places,41.004467,-73.67417
Children's Corner At Ps 21,Child Day Care Services,40.887916,-73.859486
Silk and Satin,Personal Care Services,40.96499,-73.856252
Dragon China,Restaurants and Other Eating Places,40.903284,-73.865735
Amelia's Bridal Boutique,Clothing Stores,40.971911,-73.834865
Smoke Depot Yonkers,Other Miscellaneous Store Retailers,40.923779,-73.85853
130 America Food Center,Grocery Stores,40.905423,-73.840564
Capri Pizza,Restaurants and Other Eating Places,40.948095,-73.87289
New York Chicken & Grill,Restaurants and Other Eating Places,40.888445,-73.831103
Bronx Building Material Supply,Building Material and Supplies Dealers,40.87227,-73.855791
Farraj & Sons,Gasoline Stations,40.93557,-73.885431
Rite Way Deli,Grocery Stores,40.89252,-73.857492
Pop's Taco Shop,Restaurants and Other Eating Places,40.9817,-73.829442
Winged Foot Golf Club,Spectator Sports,40.962499,-73.753303
Phone Drip,Electronics and Appliance Stores,40.991641,-73.669126
Precise Auto Detailing & Tinting,Automotive Repair and Maintenance,40.935839,-73.886231
Sherwin-Williams,Building Material and Supplies Dealers,40.86932,-73.831545
Sound Shore Pharmacy Inc,Health and Personal Care Stores,40.912756,-73.840395
New Life Holiness Christian Ministries,Religious Organizations,40.897736,-73.851786
Starbucks,Restaurants and Other Eating Places,40.927162,-73.853534
Riverside Management Services Organizations,Clothing Stores,40.944489,-73.858639
International Cafe Brazilian BBQ and Bakery,Electronics and Appliance Stores,41.001903,-73.662716
Family Worship Center Inc,Religious Organizations,40.94184,-73.860946
Jones Prestige Cut,Personal Care Services,40.89702,-73.854925
ConocoPhillips,Gasoline Stations,40.951697,-73.744339
Beulah Seventh Day Adventist Church,Religious Organizations,40.900436,-73.838229
My Place Hair Salon,Personal Care Services,40.874939,-73.858185
Edible Arrangements,Office Supplies, Stationery, and Gift Stores,40.951939,-73.72731
Passionist Missionaries Inc,Religious Organizations,41.003259,-73.680924
Rinconcito Salvadoreno,Restaurants and Other Eating Places,41.001843,-73.664919
Alltek,Automotive Repair and Maintenance,41.301063,-73.88249
JS Spa & Nails,Personal Care Services,40.924715,-73.867063
Virginia's Hair Salon Paul Mitchell Signature Salon,Personal Care Services,40.914155,-73.837036
Westchester Summer Day School,Religious Organizations,40.93433,-73.724755
Cortlandt Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),41.312556,-73.904509
St Philip & James Roman Catholic School,Religious Organizations,40.874525,-73.852138
Raymour and Flanigan Furniture,Furniture Stores,40.936156,-73.854831
Artemis Hair Design,Personal Care Services,41.002648,-73.662315
Burger King,Restaurants and Other Eating Places,40.876887,-73.845968
TMT Collision Specialist,Automotive Repair and Maintenance,40.882516,-73.825682
Swim Tank,Other Amusement and Recreation Industries,40.954138,-73.740136
Mattress Firm Edson,Furniture Stores,40.868804,-73.833679
Praise And Worship Deliverance Church,Religious Organizations,40.883606,-73.855812
Marshalls,Clothing Stores,40.868523,-73.829842
Nichols Playground,Other Amusement and Recreation Industries,40.921403,-73.83973
Muslim American Society Of Upper New York,Religious Organizations,40.934867,-73.886035
Star Auto Collision Center,Automotive Repair and Maintenance,40.948122,-73.74665
Safelite,Automotive Repair and Maintenance,40.935345,-73.856806
Bebo Line Hair Product inc,Health and Personal Care Stores,40.948418,-73.868982
Red Wing Shoes,Shoe Stores,40.981377,-73.82816
Gustico Latin Kitchen,Restaurants and Other Eating Places,40.975346,-73.833717
JP Beauty Studio,Personal Care Services,40.875454,-73.828571
Yonkers Drug Treatment Centers,Health and Personal Care Stores,40.933103,-73.898455
BevMax Port Chester,Beer, Wine, and Liquor Stores,40.993437,-73.674252
Micsue Hair Design,Personal Care Services,40.910876,-73.82855
Otis Park,Museums, Historical Sites, and Similar Institutions,40.963171,-73.891095
Everlasting Nails,Personal Care Services,40.893113,-73.857099
Oscarp Meat Market,Grocery Stores,40.905336,-73.84134
Susan E Wagner Special Education,Child Day Care Services,40.885909,-73.844936
Storage Post Yonkers,Lessors of Real Estate,40.942324,-73.882463
The Bronx Arya Samaj Inc,Religious Organizations,40.866456,-73.852156
Boston and Fenton deli,Grocery Stores,40.876315,-73.84794
Hand and Stone,Personal Care Services,40.96399,-73.855463
McLean Auto Service and Repair,Automotive Repair and Maintenance,40.90696,-73.871258
Holy Trinity Orthodox Educational Bldg,Religious Organizations,40.93809,-73.882474
Bronx Spirits Wines & Liquors,Beer, Wine, and Liquor Stores,40.872323,-73.849635
New York & Company,Clothing Stores,40.981692,-73.826256
New Testament Temple Church Of God,Religious Organizations,40.875495,-73.84852
Jerusalem La Celestial Inc,Religious Organizations,40.877168,-73.859264
Pentecostal Church Home Of Jehovah,Religious Organizations,40.940619,-73.888097
Revived Church Of God Full Gospel Ministry,Religious Organizations,40.899814,-73.831746
Kardash Park,Museums, Historical Sites, and Similar Institutions,40.965,-73.866835
Care First Pharmacy Corp,Health and Personal Care Stores,40.885954,-73.861161
The Church Of The Remnant Inc,Religious Organizations,40.899813,-73.83175
Bella Luna,Restaurants and Other Eating Places,40.935744,-73.860852
Best Buy,Electronics and Appliance Stores,40.902037,-73.819635
African Hair Braiding,Personal Care Services,40.893196,-73.855774
TGI Fridays,Restaurants and Other Eating Places,40.928878,-73.850287
Crazy Lobster & Shellfish Co,General Merchandise Stores, including Warehouse Clubs and Supercenters,41.010906,-73.673064
Glam Squad Beauty Bar,Personal Care Services,40.890408,-73.858777
